filename,blanc_score
references_10023032.txt.json,0.10254372019077901
references_10666450.txt.json,0.04912154894227322
references_11250870.txt.json,0.10469745222929937
references_11600250.txt.json,0.05138806851742469
references_12202526.txt.json,0.10167966406718656
references_12791683.txt.json,0.06004776526782668
references_12920324.txt.json,0.13580246913580246
references_14668458.txt.json,0.08374384236453201
references_15070725.txt.json,0.08963001563314227
references_15314218.txt.json,0.12210884353741497
references_17329672.txt.json,0.06228999741535281
references_17360565.txt.json,0.12331316891577478
references_17634151.txt.json,0.07633587786259542
references_17898283.txt.json,0.10736386138613861
references_18177893.txt.json,0.061756935270805814
references_18832739.txt.json,0.12991735537190083
references_19538912.txt.json,0.0666087460179554
references_19682250.txt.json,0.031227038941954444
references_19716270.txt.json,0.03438975050573163
references_20150519.txt.json,0.07790741437711705
references_2018836.txt.json,0.10567514677103718
references_20396475.txt.json,0.125
references_21768294.txt.json,0.09315068493150686
references_22152042.txt.json,0.08938089380893809
references_22629486.txt.json,0.07049608355091384
references_22723755.txt.json,0.04558969276511397
references_22919255.txt.json,0.13595933926302414
references_22920823.txt.json,0.02241297091082499
references_23872561.txt.json,0.07867185163027221
references_23934175.txt.json,0.1435161455663762
references_24192840.txt.json,0.11031696706028589
references_24215626.txt.json,0.1321518987341772
references_24300108.txt.json,0.05526590198123045
references_24482640.txt.json,0.0636482939632546
references_24532791.txt.json,0.078796992481203
references_24552547.txt.json,0.033689839572192515
references_24672735.txt.json,0.06951165860096789
references_2478231.txt.json,0.14256368118323748
references_25277158.txt.json,0.11075129533678757
references_25426027.txt.json,0.07410296411856475
references_25526801.txt.json,0.05404014410705095
references_25904064.txt.json,0.05466903073286052
references_26009832.txt.json,0.07026419336706015
references_26061748.txt.json,0.05105263157894737
references_26135587.txt.json,0.04182933630786392
references_26362109.txt.json,0.03293413173652695
references_26388769.txt.json,0.03670140462165836
references_26425313.txt.json,0.10072992700729927
references_26620827.txt.json,0.06698895027624309
references_26693196.txt.json,0.07716049382716049
references_26698563.txt.json,0.026719445818901535
references_26759600.txt.json,0.03796412181894034
references_26771015.txt.json,0.09269162210338681
references_26867006.txt.json,0.054455445544554455
references_26883674.txt.json,0.10459518599562363
